nbchar;zcode;item type;text;codable;emitter;status;modification date;indent level;lateralite
6;Z45.63.99;T;Totalexstirpation des Dünndarms, sonstige;oui;;0;;6;
3;Z45.7;T;Teilresektion am Dickdarm;non;;0;;3;
3;Z45.7;I;End-zu-End-Anastomose;non;;0;;3;
3;Z45.7;S;Jede (Teil-)Entfernung der Nachbarorgane z. B. Dünndarm, Leber, Milz, Pankreas, Magen und Niere.;non;;0;;3;
3;Z45.7;S;Jede gleichzeitige Enterostomie (46.1- - 46.3-);non;;0;;3;
3;Z45.7;S;Jede gleichzeitige nicht End-zu-End-Anastomose (45.9-);non;;0;;3;
4;Z45.70;T;Teilresektion am Dickdarm, n.n.bez.;oui;;0;;4;
4;Z45.72;T;Ileozäkale Resektion;non;;0;;4;
4;Z45.72;B;Resektion von Zäkum und terminalem Ileum;non;;0;;4;
4;Z45.72;B;Zäkumresektion;non;;0;;4;
5;Z45.72.0;T;Detail der Subkategorie 45.72;non;;0;;5;
6;Z45.72.11;T;Ileozäkale Resektion, offen chirurgisch;oui;;0;;6;
6;Z45.72.12;T;Ileozäkale Resektion, laparoskopisch;oui;;0;;6;
4;Z45.73;T;Hemikolektomie rechts;non;;0;;4;
4;Z45.73;B;Ileokolektomie;non;;0;;4;
4;Z45.73;B;Radikale Kolektomie rechts;non;;0;;4;
4;Z45.73;B;Resektion des Colon ascendens;non;;0;;4;
4;Z45.73;I;Zäkumresektion;non;;0;;4;
5;Z45.73.0;T;Detail der Subkategorie 45.73;non;;0;;5;
6;Z45.73.11;T;Hemikolektomie rechts, offen chirurgisch;oui;;0;;6;
6;Z45.73.12;T;Hemikolektomie rechts, laparoskopisch;oui;;0;;6;
4;Z45.74;T;Resektion des Colon transversum;non;;0;;4;
4;Z45.74;B;Transverse Kolektomie *;non;;0;;4;
5;Z45.74.0;T;Detail der Subkategorie 45.74;non;;0;;5;
6;Z45.74.11;T;Resektion des Colon transversum, offen chirurgisch;oui;;0;;6;
6;Z45.74.12;T;Resektion des Colon transversum, laparoskopisch;oui;;0;;6;
4;Z45.75;T;Hemikolektomie links;non;;0;;4;
4;Z45.75;X;Operation nach Mikulicz, zweites Stadium (46.04);non;;0;;4;
5;Z45.75.1;T;Hemikolektomie links;non;;0;;5;
5;Z45.75.1;N;Resektion des Colon descendens sowie der linken Flexur, ohne Sigmaresektion;non;;0;;5;
6;Z45.75.11;T;Hemikolektomie links, offen chirurgisch;oui;;0;;6;
6;Z45.75.12;T;Hemikolektomie links, laparoskopisch;oui;;0;;6;
5;Z45.75.2;T;Hemikolektomie links mit Sigmoidektomie;non;;0;;5;
5;Z45.75.2;I;Resektion von intraperitonealen Rektumanteilen;non;;0;;5;
5;Z45.75.2;N;Bei einer Hemikolektomie links mit einer Sigmoidektomie mit Resektion von extraperitonealen Rektumanteilen [Rektosigmoidektomie] ist die Rektumresektion mit Sphinktererhaltung (48.66.-) sowie der Kode Hemikolektomie links (45.75.1-) zu kodieren.;non;;0;;5;
5;Z45.75.2;N;Resektion des Colon descendens, der linken Flexur mit Sigmaresektion;non;;0;;5;
6;Z45.75.21;T;Hemikolektomie links mit Sigmoidektomie, offen chirurgisch;oui;;0;;6;
6;Z45.75.22;T;Hemikolektomie links mit Sigmoidektomie, laparoskopisch;oui;;0;;6;
4;Z45.76;T;Sigmoidektomie;non;;0;;4;
4;Z45.76;I;Sigmoidektomie mit Resektion von intraperitonealen Rektumanteilen;non;;0;;4;
4;Z45.76;X;Sigmoidektomie mit Resektion von extraperitonealen Rektumanteilen (Rektosigmoidektomie) Rektumresektion mit Sphinktererhaltung (48.66.-);non;;0;;4;
4;Z45.76;N;Die Resektionshöhe liegt oberhalb der peritonealen Umschlagsfalte.;non;;0;;4;
5;Z45.76.0;T;Detail der Subkategorie 45.76;non;;0;;5;
6;Z45.76.00;T;Sigmoidektomie, n.n.bez.;oui;;0;;6;
6;Z45.76.09;T;Sigmoidektomie, sonstige;oui;;0;;6;
6;Z45.76.11;T;Sigmoidektomie, offen chirurgisch;oui;;0;;6;
6;Z45.76.21;T;Sigmoidektomie, laparoskopisch;oui;;0;;6;
4;Z45.77;T;Erweiterte Hemikolektomien;non;;0;;4;
5;Z45.77.1;T;Erweiterte Hemikolektomie rechts;non;;0;;5;
5;Z45.77.1;N;Die erweiterte Hemikolektomie rechts beinhaltet die Resektion des Colon ascendens sowie des Colon transversums;non;;0;;5;
6;Z45.77.11;T;Erweiterte Hemikolektomie rechts, offen chirurgisch;oui;;0;;6;
6;Z45.77.12;T;Erweiterte Hemikolektomie rechts, laparoskopisch;oui;;0;;6;
5;Z45.77.2;T;Erweiterte Hemikolektomie links;non;;0;;5;
5;Z45.77.2;N;Die erweiterte Hemikolektomie links beinhaltet die Resektion des Colon descendens sowie des Colon transversums;non;;0;;5;
6;Z45.77.21;T;Erweiterte Hemikolektomie links, offen chirurgisch;oui;;0;;6;
6;Z45.77.22;T;Erweiterte Hemikolektomie links, laparoskopisch;oui;;0;;6;
4;Z45.78;T;Resektion von Segmenten, Dickdarm;non;;0;;4;
4;Z45.78;N;Ein Segment ist kleiner als ein anatomisch definiertes Segment. Unter anatomisch definierte Segmente verstehen wir z. B. Zäkum, Colon ascendens, Colon transversum, Colon descendens, Sigma.;non;;0;;4;
5;Z45.78.1;T;Segmentresektion;non;;0;;5;
5;Z45.78.1;B;Resektion von einem Segment;non;;0;;5;
6;Z45.78.11;T;Segmentresektion, offen chirurgisch;oui;;0;;6;
6;Z45.78.12;T;Segmentresektion, laparoskopisch;oui;;0;;6;
5;Z45.78.2;T;Multiple Segmentresektion;non;;0;;5;
5;Z45.78.2;B;Resektion von mehreren Segmenten;non;;0;;5;
6;Z45.78.21;T;Multiple Segmentresektion, offen chirurgisch;oui;;0;;6;
6;Z45.78.22;T;Multiple Segmentresektion, laparoskopisch;oui;;0;;6;
4;Z45.79;T;Teilresektion am Dickdarm, sonstige;oui;;0;;4;
3;Z45.8;T;Kolektomie und Proktokolektomie;non;;0;;3;
3;Z45.8;B;Resektion von Zäkum, aufsteigender Dickdarm [Colon ascendens], Querdarm [Colon transversum], Absteigender Dickdarm [Colon descendens], Enddarm [Sigmoid];non;;0;;3;
3;Z45.8;S;Jede gleichzeitige Anastomose zum Anus (45.95.-);non;;0;;3;
3;Z45.8;S;Jede gleichzeitige Dünndarm-Rektum-Anastomose (45.92.-);non;;0;;3;
3;Z45.8;S;Jede gleichzeitige Jejunostomie und Ileostomie (46.2-);non;;0;;3;
3;Z45.8;X;Rektumresektionen (48.4-, 48.5-, 48.6-);non;;0;;3;
4;Z45.80;T;Kolektomie und Proktokolektomie, n.n.bez.;oui;;0;;4;
4;Z45.81;T;Kolektomie;non;;0;;4;
4;Z45.81;I;Subtotale Kolektomie;non;;0;;4;
4;Z45.81;N;Die subtotale Kolektomie beschreibt eine totale intraabdominelle Kolektomie, d.h. der gesamte extraperitoneale Anteil des Rektums bleibt erhalten. Bei der Kolektomie bleibt ein Teil des extraperitonealen Rektums erhalten.;non;;0;;4;
5;Z45.81.0;T;Detail der Subkategorie 45.81;non;;0;;5;
6;Z45.81.11;T;Kolektomie, offen chirurgisch;oui;;0;;6;
6;Z45.81.12;T;Kolektomie, laparoskopisch;oui;;0;;6;
4;Z45.82;T;Proktokolektomie;non;;0;;4;
4;Z45.82;I;Kolektomie mit Proktomukosektomie;non;;0;;4;
5;Z45.82.0;T;Detail der Subkategorie 45.82;non;;0;;5;
6;Z45.82.11;T;Proktokolektomie, offen chirurgisch;oui;;0;;6;
6;Z45.82.12;T;Proktokolektomie, laparoskopisch;oui;;0;;6;
4;Z45.89;T;Kolektomie und Proktokolektomie, sonstige;oui;;0;;4;
3;Z45.9;T;Intestinale Anastomose;non;;0;;3;
3;Z45.9;I;End-zu-Seit-, resp. Seit-zu-Seit-Anastomosen;non;;0;;3;
3;Z45.9;S;Jede gleichzeitige Resektion (45.31, 45.33, 45.41.2-, 45.41.3-, 45.5- - 45.8-, 48.4- - 48.6-);non;;0;;3;
3;Z45.9;X;Kode weglassen - End-zu-End-Anastomose;non;;0;;3;
4;Z45.90;T;Intestinale Anastomose, n.n.bez.;oui;;0;;4;
4;Z45.91;T;Dünndarm-Dünndarm-Anastomose;oui;;0;;4;
4;Z45.92;T;Dünndarm-Rektum-Anastomose;non;;0;;4;
4;Z45.92;B;Ileorektostomie;non;;0;;4;
5;Z45.92.0;T;Detail der Subkategorie 45.92;non;;0;;5;
6;Z45.92.11;T;Dünndarm-Rektum-Anastomose mit Bildung eines Reservoirs [Pouch];oui;;0;;6;
6;Z45.92.12;T;Dünndarm-Rektum-Anastomose ohne Bildung eines Reservoirs [Pouch];oui;;0;;6;
4;Z45.93;T;Dünndarm-Dickdarm-Anastomose;oui;;0;;4;
4;Z45.94;T;Dickdarm-Dickdarm-Anastomose;oui;;0;;4;
4;Z45.94;X;Rektorektostomie (48.74);non;;0;;4;
4;Z45.95;T;Anastomose zum Anus;non;;0;;4;
5;Z45.95.1;T;Dünndarm-Anus-Anastomose;non;;0;;5;
6;Z45.95.11;T;Dünndarm-Anus-Anastomose mit Bildung eines Reservoirs;oui;;0;;6;
6;Z45.95.11;N;Bildung einer endorektalen Ileum-Pouch (J-Pouch) (H-Pouch) (S-Pouch) mit Anastomose des Dünndarms zum Anus;non;;0;;6;
6;Z45.95.12;T;Dünndarm-Anus-Anastomose ohne Bildung eines Reservoirs;oui;;0;;6;
5;Z45.95.2;T;Dickdarm-Anus-Anastomose;non;;0;;5;
6;Z45.95.21;T;Dickdarm-Anus-Anastomose;oui;;0;;6;
4;Z45.96;T;Dickdarm-Rektum-Anastomose;oui;;0;;4;
4;Z45.97;T;Neuanlage einer Fusspunktanastomose am Dünndarm;non;;0;;4;
5;Z45.97.0;T;Detail der Subkategorie 45.97;non;;0;;5;
6;Z45.97.11;T;Neuanlage einer Fusspunktanastomose am Dünndarm, offen chirurgisch;oui;;0;;6;
6;Z45.97.11;B;Distalisation oder Proximalisation nach Gastric Bypass, offen chirurgisch;non;;0;;6;
6;Z45.97.12;T;Neuanlage einer Fusspunktanastomose am Dünndarm, laparoskopisch;oui;;0;;6;
6;Z45.97.12;B;Distalisation oder Proximalisation nach Gastric Bypass, laparoskopisch;non;;0;;6;
4;Z45.98;T;Revision intestinaler Anastomosen;non;;0;;4;
5;Z45.98.0;T;Detail der Subkategorie 45.98;non;;0;;5;
6;Z45.98.11;T;Revision einer Dünndarmanastomose;oui;;0;;6;
6;Z45.98.11;B;Revision einer Dünndarm-Dickdarm-Anastomose;non;;0;;6;
6;Z45.98.11;B;Revision einer Dünndarm-Dünndarm-Anastomose;non;;0;;6;
6;Z45.98.11;B;Revision einer Dünndarm-Rektum-Anastomose;non;;0;;6;
6;Z45.98.12;T;Revision einer Dickdarmanastomose;oui;;0;;6;
6;Z45.98.12;B;Revision einer Dickdarm-Dickdarm-Anastomose;non;;0;;6;
6;Z45.98.12;B;Revision einer Dickdarm-Rektum-Anastomose;non;;0;;6;
6;Z45.98.13;T;Revision einer Anastomose zum Anus;oui;;0;;6;
4;Z45.99;T;Intestinale Anastomose, sonstige;oui;;0;;4;
2;Z46;T;Sonstige Operationen am Darm;non;;0;;2;
3;Z46.0;T;Exteriorisation des Darms;non;;0;;3;
3;Z46.0;I;Mehrstufige Darmresektion;non;;0;;3;
4;Z46.02;T;Resektion eines exteriorisierten Dünndarmsegments;oui;;0;;4;
4;Z46.04;T;Resektion eines exteriorisierten Dickdarmsegments;oui;;0;;4;
4;Z46.04;B;Operation nach Mikulicz, zweites Stadium;non;;0;;4;
3;Z46.1;T;Kolostomie;non;;0;;3;
3;Z46.1;S;Einsatz eines Implantats zur Gewebeverstärkung bei Enterostoma (54.99.72);non;;0;;3;
3;Z46.1;S;Jede gleichzeitige Resektion (45.6- - 45.8-);non;;0;;3;
3;Z46.1;X;Kode weglassen - Rektumresektion mit Sphinktererhaltung (48.6-);non;;0;;3;
3;Z46.1;X;Kode weglassen - Rektumresektion ohne Sphinktererhaltung (48.5-);non;;0;;3;
4;Z46.10;T;Kolostomie, n.n.bez.;oui;;0;;4;
4;Z46.12;T;Endständige Kolostomie;non;;0;;4;
5;Z46.12.0;T;Detail der Subkategorie 46.12;non;;0;;5;
6;Z46.12.11;T;Endständige Kolostomie, offen chirurgisch;oui;;0;;6;
6;Z46.12.12;T;Endständige Kolostomie, laparoskopisch;oui;;0;;6;
4;Z46.15;T;Doppelläufige Kolostomie;non;;0;;4;
5;Z46.15.0;T;Detail der Subkategorie 46.15;non;;0;;5;
6;Z46.15.11;T;Doppelläufige Kolostomie, offen chirurgisch;oui;;0;;6;
6;Z46.15.12;T;Doppelläufige Kolostomie, laparoskopisch;oui;;0;;6;
4;Z46.19;T;Kolostomie, sonstige;oui;;0;;4;
3;Z46.2;T;Jejunostomie und Ileostomie;non;;0;;3;
3;Z46.2;S;Einsatz eines Implantats zur Gewebeverstärkung bei Enterostoma (54.99.72);non;;0;;3;
3;Z46.2;S;Jede gleichzeitige Resektion (45.6-);non;;0;;3;
4;Z46.20;T;Jejunostomie und Ileostomie, n.n.bez.;oui;;0;;4;
4;Z46.25;T;Endständige Jejunostomie und Ileostomie;non;;0;;4;
5;Z46.25.0;T;Detail der Subkategorie 46.25;non;;0;;5;
6;Z46.25.11;T;Endständige Jejunostomie und Ileostomie, offen chirurgisch;oui;;0;;6;
6;Z46.25.12;T;Endständige Jejunostomie und Ileostomie, laparoskopisch;oui;;0;;6;
4;Z46.26;T;Doppelläufige Jejunostomie und Ileostomie;non;;0;;4;
5;Z46.26.0;T;Detail der Subkategorie 46.26;non;;0;;5;
6;Z46.26.11;T;Doppelläufige Jejunostomie und Ileostomie, offen chirurgisch;oui;;0;;6;
6;Z46.26.12;T;Doppelläufige Jejunostomie und Ileostomie, laparoskopisch;oui;;0;;6;
4;Z46.29;T;Jejunostomie und Ileostomie, sonstige;oui;;0;;4;
4;Z46.2A;T;Anlage einer Bishop-Koop-Anastomose;oui;;0;;4;
3;Z46.3;T;Sonstige Enterostomie;non;;0;;3;
3;Z46.3;S;Einsatz eines Implantats zur Gewebeverstärkung bei Enterostoma (54.99.72);non;;0;;3;
3;Z46.3;S;Jede gleichzeitige Resektion (45.6- - 45.8-);non;;0;;3;
4;Z46.33;T;Anlage einer Duodenostomie;oui;;0;;4;
4;Z46.39;T;Sonstige Enterostomie, sonstige;oui;;0;;4;
4;Z46.39;B;Alimentations-Enterostomie;non;;0;;4;
3;Z46.4;T;Revision eines intestinalen Stomas;non;;0;;3;
3;Z46.4;S;Einsatz eines Implantats zur Gewebeverstärkung bei Enterostoma (54.99.72);non;;0;;3;
4;Z46.40;T;Revision eines intestinalen Stomas, n.n.bez.;oui;;0;;4;
4;Z46.40;B;Lösung von Narbengewebe an einem intestinalen Stoma;non;;0;;4;
4;Z46.40;B;Plastische Vergrösserung eines intestinalen Stomas;non;;0;;4;
4;Z46.40;B;Rekonstruktion an einem intestinalen Stoma;non;;0;;4;
4;Z46.40;X;Exzision von redundanter Mukosa (45.41);non;;0;;4;
4;Z46.41;T;Revision eines Dünndarm-Stomas;non;;0;;4;
4;Z46.41;B;Duodenum, Jejunum, Ileum;non;;0;;4;
4;Z46.41;X;Exzision von redundanter Mukosa - Lokale Exzision von Läsion oder Gewebe im Jejunum und Ileum, sonstige (45.33);non;;0;;4;
5;Z46.41.0;T;Detail der Subkategorie 46.41;non;;0;;5;
6;Z46.41.00;T;Revision eines Dünndarm-Stomas, n.n.bez.;oui;;0;;6;
6;Z46.41.10;T;Plastische Erweiterung oder Einengung eines Dünndarm-Stomas;oui;;0;;6;
6;Z46.41.11;T;Neueinpflanzung eines Dünndarm-Stomas;oui;;0;;6;
6;Z46.41.12;T;Abtragung des vorverlagerten Teiles eines Dünndarm-Stomas;oui;;0;;6;
6;Z46.41.20;T;Umwandlung eines Dünndarm-Stomas in ein kontinentes Stoma;oui;;0;;6;
6;Z46.41.99;T;Revision eines Dünndarm-Stomas, sonstige;oui;;0;;6;
4;Z46.42;T;Plastische Rekonstruktion einer Parastomalhernie;non;;0;;4;
4;Z46.42;B;Plastische Rekonstruktion an einer Perikolostomie-Hernie;non;;0;;4;
5;Z46.42.0;T;Detail der Subkategorie 46.42;non;;0;;5;
6;Z46.42.00;T;Plastische Rekonstruktion einer Parastomalhernie, n.n.bez.;oui;;0;;6;
6;Z46.42.09;T;Plastische Rekonstruktion einer Parastomalhernie, sonstige;oui;;0;;6;
5;Z46.42.1;T;Plastische Rekonstruktion einer Parastomalhernie, offen chirurgisch;non;;0;;5;
6;Z46.42.11;T;Plastische Rekonstruktion einer Parastomalhernie, offen chirurgisch, ohne Implantation von Membranen oder Netzen;oui;;0;;6;
6;Z46.42.12;T;Plastische Rekonstruktion einer Parastomalhernie, offen chirurgisch, mit Implantation von Membranen oder Netzen;oui;;0;;6;
5;Z46.42.2;T;Plastische Rekonstruktion einer Parastomalhernie, laparoskopisch;non;;0;;5;
6;Z46.42.21;T;Plastische Rekonstruktion einer Parastomalhernie, laparoskopisch, ohne Implantation von Membranen oder Netzen;oui;;0;;6;
6;Z46.42.22;T;Plastische Rekonstruktion einer Parastomalhernie, laparoskopisch, mit Implantation von Membranen oder Netzen;oui;;0;;6;
4;Z46.43;T;Sonstige Revision eines künstlichen Dickdarmstomas;non;;0;;4;
4;Z46.43;B;Revision einer Kolostomie *;non;;0;;4;
4;Z46.43;X;Exzision von redundanter Mukosa (45.41);non;;0;;4;
5;Z46.43.0;T;Detail der Subkategorie 46.43;non;;0;;5;
6;Z46.43.00;T;Sonstige Revision eines künstlichen Dickdarmstomas, n.n.bez.;oui;;0;;6;
6;Z46.43.10;T;Plastische Erweiterung oder Einengung eines Kolostomas;oui;;0;;6;
6;Z46.43.11;T;Neueinpflanzung eines Kolostomas;oui;;0;;6;
6;Z46.43.12;T;Abtragung des vorverlagerten Teiles eines Kolostomas;oui;;0;;6;
6;Z46.43.20;T;Umwandlung eines Kolostomas in ein kontinentes Stoma;oui;;0;;6;
6;Z46.43.99;T;Sonstige Revision eines künstlichen Dickdarmstomas, sonstige;oui;;0;;6;
3;Z46.5;T;Verschluss eines intestinalen Stomas;non;;0;;3;
3;Z46.5;N;Ein Stoma-Verschluss beinhaltet das Anfrischen, die Mitresektion einer Manschette oder eine darüber hinausgehende Segmentresektion. Er beinhaltet ebenfalls die erforderliche Neuanastomose (End-zu-End, Seit-zu-End oder Seit-zu-Seit). Eine zusätzliche Segmentresektion im gleichen Eingriff ist nur zu kodieren, wenn eine zusätzliche Anastomose notwendig ist.;non;;0;;3;
4;Z46.50;T;Verschluss eines intestinalen Stomas, n.n.bez.;oui;;0;;4;
4;Z46.51;T;Verschluss eines Dünndarm-Stomas;non;;0;;4;
5;Z46.51.0;T;Detail der Subkategorie 46.51;non;;0;;5;
6;Z46.51.00;T;Verschluss eines Dünndarm-Stomas, n.n.bez.;oui;;0;;6;
6;Z46.51.10;T;Verschluss eines doppelläufigen Dünndarm-Stomas;oui;;0;;6;
6;Z46.51.10;I;Wiederherstellung der Darmkontinuität;non;;0;;6;
6;Z46.51.20;T;Verschluss eines endständigen Dünndarm-Stomas;oui;;0;;6;
6;Z46.51.20;I;Wiederherstellung der Darmkontinuität;non;;0;;6;
6;Z46.51.99;T;Verschluss eines Dünndarm-Stomas, sonstige;oui;;0;;6;
4;Z46.52;T;Verschluss einer Kolostomie;non;;0;;4;
4;Z46.52;B;Verschluss oder take-down einer Kolostomie;non;;0;;4;
4;Z46.52;B;Verschluss oder take-down einer Sigmoidostomie;non;;0;;4;
4;Z46.52;B;Verschluss oder take-down einer Zäkostomie;non;;0;;4;
5;Z46.52.0;T;Detail der Subkategorie 46.52;non;;0;;5;
6;Z46.52.00;T;Verschluss einer Kolostomie, n.n.bez.;oui;;0;;6;
6;Z46.52.10;T;Verschluss einer doppelläufigen Kolostomie;oui;;0;;6;
6;Z46.52.10;I;Wiederherstellung der Darmkontinuität;non;;0;;6;
6;Z46.52.20;T;Verschluss einer endständigen Kolostomie;oui;;0;;6;
6;Z46.52.20;I;Wiederherstellung der Darmkontinuität;non;;0;;6;
6;Z46.52.99;T;Verschluss einer Kolostomie, sonstige;oui;;0;;6;
3;Z46.6;T;Fixierung des Darms;non;;0;;3;
3;Z46.6;B;Enteropexie *;non;;0;;3;
4;Z46.60;T;Fixierung des Darms, n.n.bez.;oui;;0;;4;
4;Z46.60;B;Befestigung des Darms an der Bauchwand;non;;0;;4;
4;Z46.61;T;Fixierung des Dünndarms an der Bauchwand;oui;;0;;4;
4;Z46.61;B;Ileopexie;non;;0;;4;
4;Z46.61;B;Jejunopexie *;non;;0;;4;
4;Z46.62;T;Sonstige Fixierung des Dünndarms;oui;;0;;4;
4;Z46.62;B;Dünndarm-Plikatur nach Child-Philipps *;non;;0;;4;
4;Z46.62;B;Dünndarm-Plikatur nach Noble;non;;0;;4;
4;Z46.62;B;Jejunoplikatio;non;;0;;4;
4;Z46.63;T;Fixierung des Dickdarms an der Bauchwand;oui;;0;;4;
4;Z46.63;B;Sigmoidopexie (Moschowitz);non;;0;;4;
4;Z46.63;B;Zäkokoloplikopexie;non;;0;;4;
4;Z46.64;T;Sonstige Fixierung des Dickdarms;oui;;0;;4;
4;Z46.64;B;Kolofixation;non;;0;;4;
4;Z46.64;B;Zäkopexie;non;;0;;4;
3;Z46.7;T;Sonstige Rekonstruktion am Darm;non;;0;;3;
3;Z46.7;X;Übernähung eines Ulcus duodeni (44.42);non;;0;;3;
3;Z46.7;X;Verschluss einer vesikoenteralen Fistel (57.83);non;;0;;3;
4;Z46.71;T;Naht einer Duodenalverletzung;oui;;0;;4;
4;Z46.72;T;Verschluss einer Duodenalfistel;non;;0;;4;
5;Z46.72.0;T;Detail der Subkategorie 46.72;non;;0;;5;
6;Z46.72.00;T;Verschluss einer Duodenalfistel, n.n.bez.;oui;;0;;6;
6;Z46.72.10;T;Verschluss einer Duodenalfistel, endoskopisch;oui;;0;;6;
6;Z46.72.11;T;Verschluss einer Duodenalfistel, offen chirurgisch;oui;;0;;6;
6;Z46.72.12;T;Verschluss einer Duodenalfistel, laparoskopisch;oui;;0;;6;
6;Z46.72.99;T;Verschluss einer Duodenalfistel, sonstige;oui;;0;;6;
4;Z46.73;T;Naht einer Verletzung am Jejunum und Ileum;oui;;0;;4;
4;Z46.74;T;Verschluss einer Fistel am Jejunum und Ileum;non;;0;;4;
4;Z46.74;X;Verschluss einer enterovaginalen Fistel (70.74);non;;0;;4;
4;Z46.74;X;Verschluss einer gastrojejunokolischen Fistel (44.63);non;;0;;4;
4;Z46.74;X;Verschluss eines künstlichen Stomas (46.51);non;;0;;4;
5;Z46.74.0;T;Detail der Subkategorie 46.74;non;;0;;5;
6;Z46.74.00;T;Verschluss einer Fistel am Jejunum und Ileum, n.n.bez.;oui;;0;;6;
6;Z46.74.10;T;Verschluss einer Fistel am Jejunum und Ileum, endoskopisch;oui;;0;;6;
6;Z46.74.11;T;Verschluss einer Fistel am Jejunum und Ileum, offen chirurgisch;oui;;0;;6;
6;Z46.74.12;T;Verschluss einer Fistel am Jejunum und Ileum, laparoskopisch;oui;;0;;6;
6;Z46.74.99;T;Verschluss einer Fistel am Jejunum und Ileum, sonstige;oui;;0;;6;
4;Z46.75;T;Naht einer Dickdarmverletzung;oui;;0;;4;
4;Z46.75;B;Kolorrhaphie *;non;;0;;4;
4;Z46.76;T;Verschluss einer Dickdarmfistel;non;;0;;4;
4;Z46.76;X;Verschluss einer gastrokolischen Fistel (44.63);non;;0;;4;
4;Z46.76;X;Verschluss einer kolovaginalen Fistel (70.72);non;;0;;4;
4;Z46.76;X;Verschluss einer kolovesikalen Fistel (57.83);non;;0;;4;
4;Z46.76;X;Verschluss einer Rektalfistel (48.73);non;;0;;4;
4;Z46.76;X;Verschluss einer rektovaginalen Fistel (70.73);non;;0;;4;
4;Z46.76;X;Verschluss einer sigmoidovesikalen Fistel (57.83);non;;0;;4;
4;Z46.76;X;Verschluss einer vesikosigmoidovaginalen Fistel (57.83);non;;0;;4;
4;Z46.76;X;Verschluss eines Stomas (46.52);non;;0;;4;
5;Z46.76.0;T;Detail der Subkategorie 46.76;non;;0;;5;
6;Z46.76.00;T;Verschluss einer Dickdarmfistel, n.n.bez.;oui;;0;;6;
6;Z46.76.10;T;Verschluss einer Dickdarmfistel, endoskopisch;oui;;0;;6;
6;Z46.76.11;T;Verschluss einer Dickdarmfistel, offen chirurgisch;oui;;0;;6;
6;Z46.76.12;T;Verschluss einer Dickdarmfistel, laparoskopisch;oui;;0;;6;
6;Z46.76.99;T;Verschluss einer Dickdarmfistel, sonstige;oui;;0;;6;
4;Z46.79;T;Sonstige Rekonstruktion am Darm;non;;0;;4;
4;Z46.79;B;Duodenoplastik;non;;0;;4;
5;Z46.79.0;T;Detail der Subkategorie 46.79;non;;0;;5;
6;Z46.79.00;T;Sonstige Rekonstruktion am Darm, n.n.bez.;oui;;0;;6;
6;Z46.79.10;T;Naht einer sonstigen Darmverletzung;oui;;0;;6;
6;Z46.79.20;T;Verschluss einer sonstigen Darmfistel, endoskopisch;oui;;0;;6;
6;Z46.79.21;T;Verschluss einer sonstigen Darmfistel, offen chirurgisch;oui;;0;;6;
6;Z46.79.22;T;Verschluss einer sonstigen Darmfistel, laparoskopisch;oui;;0;;6;
6;Z46.79.30;T;Erweiterungs- und Verschmälerungsplastik am Darm;oui;;0;;6;
6;Z46.79.31;T;Longitudinale Darmverlängerung nach Bianchi;oui;;0;;6;
6;Z46.79.32;T;Serielle transverse Enteroplastie [STEP];oui;;0;;6;
6;Z46.79.39;T;Sonstige Darmverlängerung;oui;;0;;6;
6;Z46.79.40;T;Anlegen eines Reservoirs, Dünndarm;oui;;0;;6;
6;Z46.79.41;T;Anlegen eines Reservoirs, Dickdarm;oui;;0;;6;
6;Z46.79.50;T;Revision eines Reservoirs, Dünndarm;oui;;0;;6;
6;Z46.79.51;T;Revision eines Reservoirs, Dickdarm;oui;;0;;6;
6;Z46.79.99;T;Sonstige Rekonstruktion am Darm, sonstige;oui;;0;;6;
3;Z46.8;T;Dilatation und Manipulation am Darm;non;;0;;3;
4;Z46.80;T;Intraabdominale Manipulation am Darm, n.n.bez.;oui;;0;;4;
4;Z46.80;B;Korrektur einer intestinalen Malrotation;non;;0;;4;
4;Z46.80;B;Reposition einer intestinalen Invagination;non;;0;;4;
4;Z46.80;B;Reposition einer intestinalen Torsion;non;;0;;4;
4;Z46.80;B;Reposition eines intestinalen Volvulus;non;;0;;4;
4;Z46.80;X;Reposition einer Invagination mit Fluoroskopie (96.29);non;;0;;4;
4;Z46.80;X;Reposition einer Invagination mit radioaktivem Einlauf (96.29);non;;0;;4;
4;Z46.80;X;Reposition einer Invagination mit Ultraschallführung (96.29);non;;0;;4;
4;Z46.81;T;Intraabdominale Manipulation am Dünndarm;oui;;0;;4;
4;Z46.82;T;Intraabdominale Manipulation am Dickdarm;oui;;0;;4;
4;Z46.85;T;Dilatation des Darms;non;;0;;4;
4;Z46.85;B;(Ballon-)Dilatation des Duodenums;non;;0;;4;
4;Z46.85;B;(Ballon-)Dilatation des Jejunums;non;;0;;4;
4;Z46.85;B;Dilatation des Darms durch Rektum oder Kolostomie;non;;0;;4;
4;Z46.85;B;Endoskopische (Ballon-)Dilatation des Dickdarms;non;;0;;4;
5;Z46.85.0;T;Detail der Subkategorie 46.85;non;;0;;5;
6;Z46.85.00;T;Dilatation des Darms, n.n.bez.;oui;;0;;6;
6;Z46.85.10;T;Bougierung des Darmes, endoskopisch;oui;;0;;6;
6;Z46.85.11;T;Bougierung des Darmes, offen chirurgisch;oui;;0;;6;
6;Z46.85.12;T;Bougierung des Darmes, laparoskopisch;oui;;0;;6;
6;Z46.85.20;T;Dilatation des Dünndarms, endoskopisch;oui;;0;;6;
